yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5103.12,208.75999450683594,202.77549896240234,209.04250005086263,197.230083211263,192.80030029296876,8.277836802959179,235.74000549316406,-11.444816474779664,62.12357676112188,4.9,-3.62,daily_close,일봉 종가,2026-07-24 13:47 KST,,,214.5,60.85,70.84,30.30368,24.483273,114.29,6.555,85.2,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,0.48,0.61,1.0,,yfinance,,,,,,Technology,Semiconductors,92.65,,,-0.31,,,,,3.02,Finnhub,,,,2026-07-23,,,,,0.14,102.92,35.07,9.32,33.3,19,17,18,18,-13.59,162.7,2026-07-23,4.25,0,0,20,20,15,10,3,5,73,A,1
GOOGL,GOOGL,알파벳A,4490.91,317.69000244140625,353.3904998779297,368.8360000610352,341.0072494506836,323.55539978027343,-1.8127953799721395,402.6199951171875,-21.09433056126816,29.64712652713652,-7.99,-9.32,daily_close,일봉 종가,2026-07-24 13:47 KST,319.24,0.48789623427940126,82.0,23.78,81.31,26.457075,8.657437,38.88,20.026,21.8,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.28,6.41,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,86.96,4.57,53.0,-0.18,433.55,515.0,340.0,36.47,59.16,Finnhub,yfinance,,,2026-07-23,,,,,0.32,36.52,22.27,6.38,32.93,6,5,5,5,18.8,35.7,2026-07-23,4.25,0,0,20,20,15,10,3,5,73,A,2
GOOG,GOOG,알파벳C,4483.96,318.3399963378906,351.50049743652346,366.33883209228514,339.36158192952473,322.82944915771486,-1.3906577703916234,399.0400085449219,-20.22353911360907,31.956888877766858,-7.74,-8.66,daily_close,일봉 종가,2026-07-24 13:47 KST,,,82.0,23.92,61.11,26.951181,8.941894,38.88,20.026,21.8,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.28,6.41,0.88,,yfinance,,,,,,Communication Services,Internet Content & Information,87.14,,,-1.43,,,,,8.28,Finnhub,,,,2026-07-22,,,,,0.33,36.52,22.27,6.38,32.93,6,5,5,5,21.02,40.16,2026-07-23,4.25,0,0,20,20,15,10,3,5,73,A,3
AAPL,AAPL,애플,4376.98,321.6600036621094,311.4919998168945,301.4613337198893,281.7987500508626,275.5987995147705,16.713136714831823,333.739990234375,-3.6195801898904096,62.98067946863721,9.75,20.2,daily_close,일봉 종가,2026-07-24 13:47 KST,,,21.8,30.46,65.83,35.073936,39.856747,141.47,79.548,16.6,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,0.34,12.59,1.08,,yfinance,,,,,,Technology,Consumer Electronics,69.09,,,-3.13,,,,,3.74,Finnhub,,,,2026-07-23,,,,,1.61,10.32,30.3,9.32,33.3,19,17,18,18,15.76,327.65,2026-07-23,4.25,0,0,20,5,8,8,3,0,44,C,4
MSFT,MSFT,마이크로소프트,2818.35,381.5799865722656,385.44849700927733,402.47449747721356,399.84374872843426,436.85459915161135,-12.652862688567588,542.0700073242188,-29.60688076880853,44.26567132542748,4.41,-10.18,daily_close,일봉 종가,2026-07-24 13:47 KST,382.43,0.2227615330065016,23.4,33.6,76.44,23.700062,6.9982247,34.01,30.271,18.3,17.45,18.71,9.68 -> 11.8 -> 13.64,281724000000.0,128528000000.0,101832000000.0,45.62,36.15,136162000000.0,71611000000.0,30242000000.0,60588000000.0,-30346000000.0,0.95,20.73,3.64,,yfinance,10.21,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,92.65,4.67,55.0,0.23,556.75,870.0,400.0,45.91,5.58,Finnhub,yfinance,,,2026-07-23,,,,,1.01,18.71,35.07,9.5,34.18,19,17,18,18,-32.42,-26.33,2026-07-23,4.25,4,0,20,10,12,8,5,5,64,B,5
AMZN,AMZN,아마존,2628.93,233.66000366210938,243.58099975585938,253.0726671854655,236.53475036621094,234.5321501159668,-0.37186648117376814,274.989990234375,-15.029633092113615,40.46158213907761,-0.26,-10.52,daily_close,일봉 종가,2026-07-24 13:47 KST,234.33,0.2867398473807715,74.8,41.19,68.02,31.638998,5.8438177,24.29,53.3,16.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Internet Retail,,,,,,,,,,,,,,2026-07-15,,,,,0.42,57.24,24.27,16.73,38.64,7,6,4,4,30.36,-65.07,2026-07-23,4.25,0,0,20,20,15,10,5,5,75,A,6
AVGO,AVGO,브로드컴,1957.03,392.4700012207031,381.2514984130859,403.15016682942706,371.97116724650067,364.6966500854492,7.615466478440794,481.57000732421875,-18.50198408297648,62.51171894904728,2.72,-6.15,daily_close,일봉 종가,2026-07-24 13:47 KST,,,85.4,63.62,79.86,61.352158,20.040152,37.28,74.018,47.9,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,0.66,41.26,2.6,,yfinance,,,,,,Technology,Semiconductors,92.86,,,-0.12,,,,,0.51,Finnhub,,,,2026-07-24,,,,,0.72,20.26,30.3,9.32,33.3,19,17,18,18,102.48,115.02,2026-07-23,4.25,0,0,20,16,12,10,3,5,66,B,7
TSLA,TSLA,테슬라,1504.13,319.69000244140625,391.82799835205077,403.92233225504555,397.7273328145345,415.4091500854492,-23.042137522573498,489.8800048828125,-34.74116125276812,28.968966238646033,-14.87,-15.58,daily_close,일봉 종가,2026-07-24 13:47 KST,,,8.3,176.51,45.6,349.39447,17.392338,4.9,18.738,15.8,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,48.33,3.62,40.0,0.0,425.61,600.0,125.0,33.13,-0.06,Finnhub,yfinance,,,2026-07-23,,,,,42.1,-49.94,24.27,10.96,42.77,7,6,4,4,1339.61,58.69,2026-07-23,4.25,0,0,0,0,0,5,3,5,13,D,8
META,META,메타 플랫폼스,1465.23,606.0999755859375,618.3529907226563,608.7694956461588,623.5795801798503,638.6735482788085,-5.100191291882229,790.0,-23.278484103045884,55.19014283784667,8.68,-10.69,daily_close,일봉 종가,2026-07-24 13:47 KST,,,62.4,22.36,79.31,22.271437,6.3836145,32.93,35.608,33.1,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,0.35,7.64,2.1,,yfinance,,,,,,Communication Services,Internet Content & Information,87.5,,,-0.17,,,,,8.96,Finnhub,,,,2026-07-22,,,,,0.36,25.69,23.37,8.66,38.88,6,5,5,5,-4.7,-26.29,2026-07-23,4.25,4,0,20,20,15,10,3,5,77,A,9
BRK-B,BRK-B,버크셔해서웨이,1055.69,490.8500061035156,495.3185012817383,486.24466705322266,486.4266670227051,490.1202000427246,0.14890348545671078,539.7999877929688,-9.068170210523805,27.528536814222008,-0.8,3.82,daily_close,일봉 종가,2026-07-24 13:47 KST,489.53,-0.2689224991549201,119.6,11.79,67.33,14.791867,0.00097137934,10.5,17.669,4.4,,-16.27,44.27 -> 41.27 -> 31.04,410522000000.0,,66968000000.0,,16.31,45969000000.0,25042000000.0,51877000000.0,129081000000.0,-77204000000.0,,0.0,0.0,,yfinance,,,,,,Financial Services,Insurance - Diversified,10.0,4.0,3.0,0.0,520.33,570.0,481.0,6.01,-3.3,Finnhub,yfinance,,,2026-07-15,,,,,0.12,-16.27,19.19,3.2,15.92,16,15,15,15,-22.92,-99.97,2026-07-23,4.25,8,10,12,20,0,10,3,0,63,B,10
