yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5103.12,208.47999572753906,213.77600021362304,208.3568328857422,202.20249977111817,195.3364501953125,6.728670209315586,235.74000549316406,-11.563590875718157,46.02845993037171,6.09,-2.69,daily_close,일봉 종가,2026-08-25 11:42 KST,,,214.5,60.85,70.84,30.30368,24.483273,114.29,6.555,85.2,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,0.48,0.61,1.0,,yfinance,,,,,,Technology,Semiconductors,92.65,,,-0.31,,,,,3.02,Finnhub,,,,2026-08-22,,,,,0.14,102.92,40.45,10.68,35.48,23,21,22,22,-25.08,129.24,2026-08-24,4.25,0,0,20,20,15,10,5,5,75,A,1
GOOGL,GOOGL,알파벳A,4490.91,348.05999755859375,349.4719985961914,353.97899932861327,346.5980829874674,333.37789947509765,4.404040611754112,402.6199951171875,-13.551238940011759,24.442878170854783,6.58,-10.78,daily_close,일봉 종가,2026-08-25 11:42 KST,,,294.0,23.78,81.07,17.095688,6.7749925,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.25,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,88.57,4.64,54.0,1.61,428.07,515.0,340.0,22.99,6.53,Finnhub,yfinance,,,2026-08-22,,,,,0.06,36.52,18.89,4.65,23.92,7,6,6,6,-9.5,45.7,2026-08-24,4.25,8,0,20,20,15,10,1,5,79,A,2
GOOG,GOOG,알파벳C,4483.96,344.5899963378906,347.7195022583008,352.1223332722982,344.60358276367185,332.3968493652344,3.6682498633609226,399.0400085449219,-13.645251363536282,20.57022194471763,5.52,-10.76,daily_close,일봉 종가,2026-08-25 11:42 KST,344.2912,-0.08671068256944821,294.0,23.92,60.32,18.83525,7.075802,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.26,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,88.57,4.6,14.0,1.61,421.79,475.0,340.0,22.4,6.53,Finnhub,yfinance,,,2026-08-21,,,,,0.06,36.52,18.02,4.65,23.92,7,6,6,6,4.52,52.17,2026-08-24,4.25,4,0,20,20,15,10,1,5,75,A,3
AAPL,AAPL,애플,4376.98,310.3399963378906,313.00999908447267,309.44683329264325,290.3636662801107,281.70304946899415,10.165650291282494,340.0799865722656,-8.74499864991478,51.2383816646085,-7.89,-0.69,daily_close,일봉 종가,2026-08-25 11:42 KST,310.66,0.10311389633484039,28.7,30.44,66.29,34.966743,41.42799,148.75,78.445,16.4,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,0.35,12.04,1.08,,yfinance,4.22,10.0,False,10.0,yfinance dividend history,Technology,Consumer Electronics,68.52,3.87,41.0,1.85,322.28,400.0,215.0,3.85,1.69,Finnhub,yfinance,,,2026-08-22,,,,,1.22,10.32,40.45,10.68,35.48,23,21,22,22,-13.56,287.9,2026-08-24,4.25,0,0,20,10,8,8,5,0,51,C,4
MSFT,MSFT,마이크로소프트,2818.35,487.30999755859375,478.0024978637695,421.9363306681315,412.0055819193522,431.17769927978514,13.018367687514642,542.0700073242188,-10.10201800980152,46.172050419751834,25.24,14.13,daily_close,일봉 종가,2026-08-25 11:42 KST,,,31.7,32.3,75.91,26.81687,8.112818,34.04,29.118,17.7,20.78,23.34,11.8 -> 13.64 -> 17.95,331839000000.0,155237000000.0,133749000000.0,46.78,40.31,182935000000.0,66987000000.0,20935000000.0,56826000000.0,-35891000000.0,0.75,19.83,3.64,,yfinance,10.21,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,92.75,4.64,53.0,0.1,569.56,870.0,400.0,16.88,6.42,Finnhub,yfinance,,,2026-08-22,,,,,0.85,23.34,40.45,11.06,35.92,23,21,22,22,-33.7,-26.65,2026-08-24,4.25,0,0,20,16,12,10,5,5,68,B,5
AMZN,AMZN,아마존,2628.93,262.07000732421875,262.91249923706056,250.23633321126303,245.17058347066242,238.3897499847412,9.933420938187682,284.0199890136719,-7.728322842937832,33.5547227648854,13.26,-4.35,daily_close,일봉 종가,2026-08-25 11:42 KST,,,242.3,41.19,67.81,22.83119,5.552037,30.56,45.617,19.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Internet Retail,93.33,4.65,61.0,0.0,321.95,400.0,207.0,22.85,5.24,Finnhub,yfinance,,,2026-08-19,,,,,0.09,57.24,23.64,16.06,41.7,8,7,4,4,-3.42,-65.43,2026-08-24,4.25,4,0,20,20,15,10,3,0,72,A,6
AVGO,AVGO,브로드컴,1957.03,358.760009765625,394.8420013427734,393.61566772460935,384.0506675720215,369.2320504760742,-2.836167850799235,481.57000732421875,-25.502002967537692,18.431141664856526,-6.38,-15.9,daily_close,일봉 종가,2026-08-25 11:42 KST,,,85.4,63.62,80.06,69.45743,22.574606,37.28,74.018,47.9,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,0.72,41.26,2.6,,yfinance,12.71,10.0,False,10.0,yfinance dividend history,Technology,Semiconductors,91.07,4.69,45.0,-0.16,527.88,675.0,215.88,47.14,0.51,Finnhub,yfinance,,,2026-08-18,,,,,0.81,20.26,34.97,10.68,35.48,23,21,22,22,98.62,111.37,2026-08-24,4.25,0,0,20,16,12,10,1,5,64,B,7
TSLA,TSLA,테슬라,1504.13,348.95001220703125,330.1284973144531,372.29349822998046,382.32791595458986,402.84384979248046,-13.378344391558139,489.8800048828125,-28.76826799850589,60.971162961977726,12.85,-21.07,daily_close,일봉 종가,2026-08-25 11:42 KST,349.34,0.11176036089012834,-3.0,176.51,43.11,305.33026,15.1311655,4.67,18.373,25.5,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,49.18,3.64,40.0,0.85,396.62,600.0,125.0,13.66,-7.04,Finnhub,yfinance,,,2026-08-22,,,,,,-49.94,22.83,11.27,45.9,8,7,4,4,1237.41,34.26,2026-08-24,4.25,0,0,0,0,0,0,3,5,8,D,8
META,META,메타 플랫폼스,1465.23,559.02001953125,574.7419982910156,593.7283284505208,608.0412470499674,623.7866983032227,-10.382824601445671,790.0,-29.237972211234176,37.384414258973244,-5.87,-12.01,daily_close,일봉 종가,2026-08-25 11:42 KST,,,-13.4,22.36,79.0,22.323452,5.802965,29.85,42.997,28.0,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,0.38,7.91,2.1,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,87.32,4.65,57.0,-1.41,756.95,1000.0,580.0,35.41,0.38,Finnhub,yfinance,,,2026-08-21,,,,,,25.69,17.97,5.14,33.34,7,6,6,6,24.23,12.9,2026-08-24,4.25,4,0,20,0,15,0,5,5,49,C,9
BRK-B,BRK-B,버크셔해서웨이,1055.69,504.32000732421875,510.1469955444336,497.34733225504556,488.696332804362,492.20714950561523,2.4609268335029193,539.7999877929688,-6.572801272896241,40.70339158919702,1.44,5.63,daily_close,일봉 종가,2026-08-25 11:42 KST,,,119.6,11.79,67.47,14.743223,0.0009789749,10.5,17.669,4.4,,-16.27,44.27 -> 41.27 -> 31.04,410522000000.0,,66968000000.0,,16.31,45969000000.0,25042000000.0,51877000000.0,129081000000.0,-77204000000.0,,0.0,0.0,,yfinance,,,,,,Financial Services,Insurance - Diversified,10.0,4.0,3.0,0.0,520.33,570.0,481.0,3.17,-3.3,Finnhub,yfinance,,,2026-08-19,,,,,0.12,-16.27,20.83,3.37,16.8,17,16,16,16,-29.22,-99.97,2026-08-24,4.25,8,10,12,20,0,10,5,0,65,B,10
