yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5103.12,217.5500030517578,207.51799850463868,208.5168332417806,199.50133310953777,194.1604502105713,12.046507316922693,235.74000549316406,-7.716128793393839,57.473781730731254,6.89,-3.67,daily_close,일봉 종가,2026-08-11 12:23 KST,,,214.5,60.85,70.84,30.30368,24.483273,114.29,6.555,85.2,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,0.46,0.61,1.0,,yfinance,,,,,,Technology,Semiconductors,92.65,,,-0.31,,,,,3.02,Finnhub,,,,2026-08-07,,,,,0.14,102.92,40.45,9.68,35.48,23,21,22,22,-25.08,152.93,2026-08-10,4.25,0,0,20,20,15,10,3,0,68,B,1
GOOGL,GOOGL,알파벳A,4490.91,357.5199890136719,349.0124969482422,361.70833282470704,343.59491602579754,329.6471996307373,8.455339348903005,402.6199951171875,-11.201630979700528,54.24686624831256,1.42,-11.2,daily_close,일봉 종가,2026-08-11 12:23 KST,356.55,-0.2713104283617469,294.0,23.78,81.11,16.393574,6.416221,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.25,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,86.96,4.59,54.0,-0.18,428.12,515.0,340.0,19.75,6.53,Finnhub,yfinance,,,2026-08-07,,,,,0.06,36.52,19.56,4.76,23.94,7,6,6,6,-16.19,34.79,2026-08-10,4.25,8,0,20,20,15,10,5,5,83,A,2
GOOG,GOOG,알파벳C,4483.96,355.8399963378906,348.17549896240234,359.62599894205727,341.8095822652181,328.81874916076663,8.217672272669803,399.0400085449219,-10.825985184933659,54.25972879729979,1.47,-10.83,daily_close,일봉 종가,2026-08-11 12:23 KST,,,294.0,23.92,60.32,18.83525,7.075802,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.25,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,88.57,4.6,14.0,1.61,421.79,475.0,340.0,18.53,6.53,Finnhub,yfinance,,,2026-08-11,,,,,0.06,36.52,18.34,4.76,23.94,7,6,6,6,2.7,48.65,2026-08-10,4.25,4,0,20,20,15,10,5,5,79,A,3
AAPL,AAPL,애플,4376.98,308.260009765625,322.97899932861327,308.8003336588542,286.9125831604004,279.64019958496095,10.234512142081599,340.0799865722656,-9.35661552076632,37.20776992219925,-2.85,3.14,daily_close,일봉 종가,2026-08-11 12:23 KST,,,28.7,30.46,65.95,35.704,42.44701,148.75,78.445,16.4,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,0.35,12.04,1.08,,yfinance,4.22,10.0,False,10.0,yfinance dividend history,Technology,Consumer Electronics,68.52,3.89,40.0,1.85,320.89,400.0,215.0,4.1,-1.08,Finnhub,yfinance,,,2026-08-07,,,,,1.24,10.32,40.45,9.68,35.48,23,21,22,22,-11.73,338.5,2026-08-10,4.25,0,0,20,10,8,8,5,0,51,C,4
MSFT,MSFT,마이크로소프트,2818.35,506.05999755859375,429.58899993896483,410.2731648763021,404.3371653238932,433.0190495300293,16.867837132763178,542.0700073242188,-6.6430551919628655,84.50021521162739,29.43,24.89,daily_close,일봉 종가,2026-08-11 12:23 KST,,,23.4,33.6,76.44,23.700062,6.9982247,34.01,30.271,18.3,17.45,18.71,9.68 -> 11.8 -> 13.64,281724000000.0,128528000000.0,101832000000.0,45.62,36.15,136162000000.0,71611000000.0,30242000000.0,60588000000.0,-30346000000.0,0.72,20.73,3.64,,yfinance,10.21,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,92.65,4.67,55.0,0.23,556.75,870.0,400.0,10.02,5.58,Finnhub,yfinance,,,2026-08-07,,,,,1.01,18.71,40.45,9.83,35.92,23,21,22,22,-41.41,-28.81,2026-08-10,4.25,4,0,20,10,12,8,1,0,55,B,5
AMZN,AMZN,아마존,2628.93,278.0899963378906,253.1315010070801,250.765500386556,240.54166679382325,236.816900100708,17.428273159403297,284.0199890136719,-2.0878786371250078,65.92948195065986,12.45,2.95,daily_close,일봉 종가,2026-08-11 12:23 KST,,,242.3,41.19,67.81,22.83119,5.552037,30.56,45.617,19.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Internet Retail,93.33,4.65,61.0,0.0,321.95,400.0,207.0,15.77,5.24,Finnhub,yfinance,,,2026-08-04,,,,,0.09,57.24,24.64,15.76,38.64,8,7,4,4,-7.34,-64.77,2026-08-10,4.25,4,0,20,20,15,10,1,0,70,A,6
AVGO,AVGO,브로드컴,1957.03,422.3999938964844,393.7750015258789,399.3588348388672,378.9932507832845,367.98815048217773,14.786303130416126,481.57000732421875,-12.286897549227552,67.5636009342218,9.99,1.35,daily_close,일봉 종가,2026-08-11 12:23 KST,422.34,-0.01420310069869519,85.4,63.62,79.86,61.352158,20.040152,37.28,74.018,47.9,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,0.62,41.26,2.6,,yfinance,,,,,,Technology,Semiconductors,92.86,,,-0.12,,,,,0.51,Finnhub,,,,2026-08-08,,,,,0.72,20.26,35.7,9.68,35.48,23,21,22,22,71.85,107.03,2026-08-10,4.25,0,0,20,16,12,10,1,5,64,B,7
TSLA,TSLA,테슬라,1504.13,330.8800048828125,340.1389984130859,386.12733154296876,387.67391611735025,408.2371501159668,-18.949070463376415,489.8800048828125,-32.45692790381094,31.348502168906137,-16.18,-25.69,daily_close,일봉 종가,2026-08-11 12:23 KST,,,-3.0,176.51,42.61,293.1468,14.527392,4.67,18.373,25.5,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,49.18,3.64,40.0,0.85,397.87,600.0,125.0,20.25,-7.04,Finnhub,yfinance,,,2026-08-07,,,,,,-49.94,22.83,11.27,45.9,8,7,4,4,1184.04,28.9,2026-08-10,4.25,0,0,0,0,0,0,3,5,8,D,8
META,META,메타 플랫폼스,1465.23,594.9199829101562,609.1759948730469,601.6593292236328,614.8039138793945,630.6033981323242,-5.658614483818593,790.0,-24.69367304934731,35.20903824308009,-9.41,-3.52,daily_close,일봉 종가,2026-08-11 12:23 KST,,,-13.4,22.36,79.0,22.323452,5.802965,29.85,42.997,28.0,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,0.35,7.91,2.1,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,87.32,4.65,57.0,-1.41,756.95,1000.0,580.0,27.24,0.38,Finnhub,yfinance,,,2026-08-11,,,,,,25.69,17.61,5.06,33.35,7,6,6,6,26.77,14.68,2026-08-10,4.25,4,0,20,0,15,0,5,5,49,C,9
BRK-B,BRK-B,버크셔해서웨이,1055.69,529.4199829101562,504.22549591064455,493.8251663208008,487.9529998779297,491.22509963989256,7.775433970752635,539.7999877929688,-1.9229353682004113,87.99927917041416,6.56,9.04,daily_close,일봉 종가,2026-08-11 12:23 KST,529.8,0.07177989160038832,119.6,11.79,67.47,14.743223,0.0009789749,10.5,17.669,4.4,,-16.27,44.27 -> 41.27 -> 31.04,410522000000.0,,66968000000.0,,16.31,45969000000.0,25042000000.0,51877000000.0,129081000000.0,-77204000000.0,,0.0,0.0,,yfinance,,,,,,Financial Services,Insurance - Diversified,10.0,4.0,3.0,0.0,520.33,570.0,481.0,-1.72,-3.3,Finnhub,yfinance,,,2026-08-04,,,,,0.12,-16.27,20.68,3.39,16.1,17,16,16,16,-28.71,-99.97,2026-08-10,4.25,8,10,12,20,0,10,1,0,61,B,10
