yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
LLY,LLY,일라이릴리,979.64,1169.1700439453125,1004.9888534545898,16.336618055649026,1235.56005859375,-5.3732729693447,56.60847482360132,4.16,27.1,daily_close,일봉 종가,2026-07-17 13:44 KST,1172.0,0.24204828624739125,169.9,66.6,85.32,42.365448,34.130653,107.46,139.015,55.5,74.27,98.92,5.8 -> 11.71 -> 22.95,65179000000.0,29696000000.0,20640000000.0,45.56,31.67,16813000000.0,5964000000.0,7268000000.0,42503000000.0,-35235000000.0,0.59,22.13,6.92,,yfinance,,,,,,Healthcare,Drug Manufacturers - General,79.49,,,2.57,,,,,18.88,Finnhub,,,,,,,,,0.25,98.92,23.01,3.59,15.2,15,14,13,13,84.12,850.71,2026-07-16,4.57,0,0,20,20,15,10,3,0,68,B,11
WMT,WMT,월마트,932.53,114.94999694824219,117.50989963531494,-2.178457044910478,134.1999969482422,-14.344262621275824,48.09194844411137,-5.02,-10.14,daily_close,일봉 종가,2026-07-17 13:44 KST,,,19.4,36.02,38.09,39.880283,9.55942,24.13,74.816,7.3,1.63,19.45,1.91 -> 2.41 -> 2.73,713163000000.0,29825000000.0,21893000000.0,4.18,3.07,41565000000.0,14923000000.0,10727000000.0,67095000000.0,-56368000000.0,0.86,33.54,0.99,,yfinance,,,,,,Consumer Defensive,Discount Stores,89.58,,,-2.09,,,,,-1.67,Finnhub,,,,2026-07-17,,,,,2.06,19.45,24.99,8.18,30.13,9,7,6,6,59.58,16.86,2026-07-16,4.57,0,0,20,0,12,8,5,5,50,C,12
AMD,AMD,AMD,876.24,500.94000244140625,295.0141997528076,69.80199694155192,580.9099731445312,-13.766327727210212,45.20452214186114,-1.25,82.19,daily_close,일봉 종가,2026-07-17 13:44 KST,,,91.2,135.05,71.97,181.83505,13.380029,8.06,6.005,37.8,77.09,123.61,0.53 -> 1.0 -> 2.65,34639000000.0,3694000000.0,4335000000.0,10.66,12.51,7709000000.0,6735000000.0,5539000000.0,3847000000.0,1692000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,84.21,4.51,47.0,3.51,525.4,725.0,320.0,4.88,4.63,Finnhub,yfinance,,,2026-07-16,,,,,1.99,123.61,30.3,9.57,34.89,19,17,18,18,500.12,39.81,2026-07-16,4.57,0,0,6,5,15,10,5,5,46,C,13
JPM,JPM,JP모건 체이스,871.43,343.1499938964844,309.6393505859375,10.822475646953118,346.9100036621094,-1.0838574056478498,57.591210662943816,3.63,8.25,daily_close,일봉 종가,2026-07-17 13:44 KST,,,17.2,11.99,75.66,15.775385,2.5657625,16.47,,12.7,,11.06,16.23 -> 19.75 -> 20.02,181847000000.0,,57048000000.0,,31.37,-147782000000.0,-147782000000.0,343338000000.0,499982000000.0,-156644000000.0,1.75,28.24,6.0,,yfinance,,,,,,Financial Services,Banks - Diversified,,,,,,,,,,,,,,,,,,,0.92,11.06,19.19,3.2,15.43,16,15,15,15,-17.79,-19.82,2026-07-16,4.57,8,3,16,16,8,8,3,0,62,B,14
INTC,INTC,Intel Corporation,673.43,96.9800033569336,63.869199981689455,51.841581520884276,140.94000244140625,-31.19057636085141,26.41608812353327,-17.15,47.61,daily_close,일봉 종가,2026-07-17 13:44 KST,95.1698,-1.8665738237512424,98.63,65.53,64.05,,6.296163,-2.91,36.028,7.2,6.88,,1.94 -> 0.4,52853000000.0,-23000000.0,-267000000.0,-0.04,-0.51,9697000000.0,-4949000000.0,14265000000.0,46585000000.0,-32320000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,32.08,,,-1.25,,,,,1244.7,Finnhub,,,,2026-07-15,,,,,,,32.69,9.74,34.89,19,18,18,18,,-35.36,2026-07-16,4.57,0,0,0,0,0,10,3,5,18,D,15
V,V,비자,622.33,365.1400146484375,329.5357989501953,10.804354431799759,373.30999755859375,-2.1885250766352464,75.07243723124638,9.61,16.31,daily_close,일봉 종가,2026-07-17 13:44 KST,,,35.5,28.25,91.68,29.938046,18.40414,60.35,67.233,17.1,10.39,10.99,8.28 -> 9.73 -> 10.2,40000000000.0,26556000000.0,20058000000.0,66.39,50.14,23059000000.0,21577000000.0,17164000000.0,25171000000.0,-8007000000.0,0.73,21.97,2.68,,yfinance,,,,,,Financial Services,Credit Services,91.67,,,0.0,,,,,1.24,Finnhub,,,,,,,,,0.84,10.99,18.62,2.86,15.43,16,15,15,15,60.78,543.5,2026-07-16,4.57,0,0,20,16,8,10,1,0,55,B,16
XOM,XOM,엑슨모빌,571.22,145.9499969482422,136.9012997817993,6.609650296136838,171.47000122070312,-14.883072310481605,68.11906068069526,2.88,-1.17,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-43.4,12.2,68.74,23.05565,2.20271,9.87,18.261,2.6,-14.41,-13.19,8.89 -> 7.84 -> 6.7,323905000000.0,33938000000.0,28844000000.0,10.48,8.91,51970000000.0,23612000000.0,10681000000.0,43537000000.0,-32856000000.0,2.82,68.01,4.12,,yfinance,,,,,,Energy,Oil & Gas Integrated,51.61,,,0.0,,,,,5.59,Finnhub,,,,2026-07-17,,,,,,-13.19,,,,2,1,1,1,,,2026-07-16,4.57,4,3,6,0,0,0,1,5,19,D,17
ORCL,ORCL,오라클,530.03,124.20999908447266,192.3193996810913,-35.4147323200672,328.3299865722656,-62.16915780943025,22.72638013167476,-34.05,-30.05,daily_close,일봉 종가,2026-07-17 13:44 KST,,,21.9,36.02,43.9,22.523972,10.087422,53.38,388.87,20.6,24.33,25.36,3.71 -> 4.34 -> 5.83,67357000000.0,22444000000.0,17087000000.0,33.32,25.37,31977000000.0,-23686000000.0,31289000000.0,156189000000.0,-124900000000.0,1.61,34.31,2.0,,yfinance,,,,,,Technology,Software - Infrastructure,81.63,,,0.0,,,,,9.27,Finnhub,,,,2026-07-14,,,,,1.03,25.36,35.07,9.57,33.3,19,17,18,18,-35.77,5.41,2026-07-16,4.57,4,0,20,10,15,8,1,1,59,B,18
AMAT,AMAT,"Applied Materials, Inc.",489.96,560.9299926757812,356.7616996765137,57.22819831399867,723.0,-22.41632189823219,37.72160960471925,-1.28,43.23,daily_close,일봉 종가,2026-07-17 13:44 KST,557.0,-0.7006208844412416,33.5,18.76,85.14,58.803005,20.815569,39.69,30.399,11.4,7.66,3.34,8.11 -> 8.61 -> 8.66,28368000000.0,8470000000.0,6998000000.0,29.86,24.67,7958000000.0,5698000000.0,7241000000.0,7050000000.0,191000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17,,,,,1.76,3.34,20.09,2.47,12.18,11,8,7,7,192.7,742.74,2026-07-16,4.57,0,0,20,5,4,10,5,5,49,C,19
CSCO,CSCO,시스코 시스템즈,471.16,109.66000366210938,87.05340000152587,25.968662522299248,130.0,-15.646151029146635,37.99948545935702,-8.29,25.03,daily_close,일봉 종가,2026-07-17 13:44 KST,,,37.1,18.51,82.88,39.003334,9.43553,25.23,67.541,12.0,-3.59,-7.8,3.07 -> 2.54 -> 2.61,56654000000.0,12504000000.0,10180000000.0,22.07,17.97,14193000000.0,13288000000.0,8346000000.0,28093000000.0,-19747000000.0,1.53,55.0,1.68,,yfinance,,,,,,Technology,Communication Equipment,69.7,,,-2.18,,,,,-0.11,Finnhub,,,,2026-07-17,,,,,1.05,-7.8,30.3,9.74,34.89,19,17,18,18,28.72,-3.13,2026-07-16,4.57,0,0,20,10,0,10,5,5,50,C,20
CAT,CAT,"Caterpillar, Inc.",454.06,877.1699829101562,717.9723985290527,22.173217899080782,1064.9000244140625,-17.628888834630324,26.03284132149885,-7.22,9.87,daily_close,일봉 종가,2026-07-17 13:44 KST,872.1,-0.5779932064405261,30.2,19.61,72.9,52.901146,26.286688,51.33,230.793,22.2,-14.7,-3.31,20.12 -> 22.05 -> 18.81,67589000000.0,11151000000.0,8884000000.0,16.5,13.14,11739000000.0,7453000000.0,9980000000.0,43330000000.0,-33350000000.0,0.74,29.58,6.52,,yfinance,,,,,,Industrials,Farm & Heavy Construction Machinery,55.88,,,2.94,,,,,7.97,Finnhub,,,,2026-07-17,,,,,1.75,-3.31,35.08,8.27,24.84,8,7,7,7,50.8,217.86,2026-07-16,4.57,0,0,20,5,0,10,3,5,43,C,21
MA,MA,마스터카드,432.77,551.5399780273438,529.0686990356445,4.247327243637468,598.9600219726562,-7.917063277301223,79.17984803889073,10.02,6.75,daily_close,일봉 종가,2026-07-17 13:44 KST,,,21.2,35.12,91.48,30.26883,68.95987,232.08,282.059,15.8,19.52,18.17,11.83 -> 13.89 -> 16.52,32791000000.0,19514000000.0,14968000000.0,59.51,45.65,17648000000.0,16433000000.0,10566000000.0,19000000000.0,-8434000000.0,0.63,18.23,3.48,,yfinance,,,,,,Financial Services,Credit Services,90.2,,,0.2,,,,,2.2,Finnhub,,,,2026-07-15,,,,,1.43,18.17,18.62,2.86,15.43,16,15,15,15,62.56,2311.18,2026-07-16,4.57,0,0,20,10,12,8,1,0,51,C,22
COST,COST,코스트코,421.95,945.5700073242188,956.6220483398438,-1.1553194947581593,1094.3199462890625,-13.592911238552144,50.99397518598324,-4.17,-5.24,daily_close,일봉 종가,2026-07-17 13:44 KST,943.495,-0.21944512919679177,45.5,45.01,73.76,46.512577,24.80471,29.15,60.257,21.5,11.83,13.4,14.16 -> 16.56 -> 18.21,275235000000.0,10383000000.0,8099000000.0,3.77,2.94,13335000000.0,7837000000.0,14161000000.0,8173000000.0,5988000000.0,0.62,27.01,5.88,,yfinance,,,,,,Consumer Defensive,Discount Stores,68.18,,,0.0,,,,,-0.24,Finnhub,,,,2026-07-17,,,,,1.02,13.4,24.99,8.18,27.62,9,7,6,6,86.12,203.24,2026-07-16,4.57,0,0,20,10,8,10,5,5,58,B,23
BAC,BAC,뱅크오브아메리카,398.83,61.4900016784668,52.947200050354006,16.134567304764726,61.59000015258789,-0.16236154225255675,67.44187818311002,8.18,13.98,daily_close,일봉 종가,2026-07-17 13:44 KST,61.47,-0.03252834269120276,24.4,11.85,70.64,14.362283,1.4969997,10.64,,8.1,,11.22,3.08 -> 3.21 -> 3.81,113097000000.0,,30509000000.0,,26.98,12613000000.0,12613000000.0,239319000000.0,365904000000.0,-126585000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,11.22,27.24,3.97,24.41,11,8,7,7,-47.28,-62.29,2026-07-16,4.57,8,6,12,20,8,8,1,0,63,B,24
GE,GE,GE Aerospace,373.67,345.7300109863281,312.1741506958008,10.749083553438082,378.67999267578125,-8.701273456943442,30.38420053059501,-1.71,13.88,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-1.8,275.66,80.96,43.8382,20.821056,45.43,116.527,24.7,28.38,-1.32,8.36 -> 5.99 -> 8.14,45855000000.0,8680000000.0,8704000000.0,18.93,18.98,8537000000.0,7264000000.0,12392000000.0,20495000000.0,-8103000000.0,0.54,19.25,1.88,,yfinance,93.3,10.0,False,10.0,yfinance dividend history,Industrials,Aerospace & Defense,87.5,4.5,21.0,0.0,375.9,455.0,270.0,8.73,10.84,Finnhub,yfinance,,,2026-07-16,,,,,,-1.32,35.08,8.27,24.84,8,7,7,7,24.97,151.77,2026-07-16,4.57,0,0,20,0,0,0,3,0,23,D,25
UNH,UNH,유나이티드헬스,364.13,423.3800048828125,341.0086991882324,24.155191902923328,625.25,-32.28628470486805,54.36547683216828,3.86,30.88,daily_close,일봉 종가,2026-07-17 13:44 KST,,,0.7,25.21,85.93,32.26923,3.969369,12.18,73.982,2.0,-41.26,-25.54,23.86 -> 15.51 -> 13.23,447567000000.0,18964000000.0,12056000000.0,4.24,2.69,19697000000.0,16075000000.0,24365000000.0,78389000000.0,-54024000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,-25.54,20.09,2.47,24.41,11,8,7,7,60.62,60.7,2026-07-16,4.57,0,0,12,0,0,2,5,5,24,D,26
MS,MS,Morgan Stanley,352.0,218.3699951171875,181.309849319458,20.44022756448909,228.5500030517578,-4.454170990435266,47.43909730422538,-1.11,14.51,daily_close,일봉 종가,2026-07-17 13:44 KST,,,31.9,15.4,62.71,19.190218,3.201366,16.39,502.246,16.3,,40.39,5.18 -> 7.95 -> 10.21,65966000000.0,,16861000000.0,,25.56,-17889000000.0,-20787000000.0,81310000000.0,370538000000.0,-289228000000.0,1.83,35.55,4.0,,yfinance,,,,,,Financial Services,Capital Markets,56.25,,,1.7,,,,,13.19,Finnhub,,,,2026-07-16,,,,,0.6,40.39,18.62,2.86,15.43,16,15,15,15,3.06,11.94,2026-07-16,4.57,4,0,16,20,15,10,5,0,70,A,27
PG,PG,프록터앤갬블,350.17,151.5,148.26485054016112,2.182007028673705,179.6999969482422,-15.692819937200358,55.29287292198233,-0.65,4.85,daily_close,일봉 종가,2026-07-17 13:44 KST,,,5.8,23.88,71.83,21.705795,6.3290153,31.11,67.651,7.4,2.84,5.04,5.9 -> 6.02 -> 6.51,84284000000.0,20451000000.0,15974000000.0,24.26,18.95,17817000000.0,14044000000.0,9556000000.0,35463000000.0,-25907000000.0,2.81,61.8,4.26,,yfinance,5.0,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Household & Personal Products,59.46,3.96,23.0,-1.65,163.43,186.0,145.0,7.87,0.19,Finnhub,yfinance,,,2026-07-15,,,,,3.74,5.04,25.56,9.3,26.64,9,7,6,6,-15.08,-31.95,2026-07-16,4.57,4,0,20,0,4,5,3,5,41,C,28
CVX,CVX,쉐브론,345.8,183.86000061035156,173.27380012512208,6.109521738188418,211.14999389648438,-12.924458477375872,68.17898826725903,2.08,0.33,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-44.5,14.21,70.53,28.87805,1.784169,6.64,23.989,2.3,-11.86,-23.6,11.36 -> 9.72 -> 6.63,184432000000.0,16674000000.0,12299000000.0,9.04,6.67,33939000000.0,16592000000.0,6293000000.0,40758000000.0,-34465000000.0,3.87,120.38,7.12,,yfinance,,,,,,Energy,Oil & Gas Integrated,74.19,,,0.0,,,,,15.54,Finnhub,,,,2026-07-15,,,,,,-23.6,,,,2,1,1,1,,,2026-07-16,4.57,0,6,6,0,0,0,1,5,18,D,29
KO,KO,코카콜라,341.57,84.91999816894531,75.09370018005372,13.085382615759883,84.91999816894531,0.0,64.00993809205673,5.78,12.51,daily_close,일봉 종가,2026-07-17 13:44 KST,,,18.2,23.92,68.23,25.562893,10.400461,43.37,124.943,12.1,6.34,10.94,2.47 -> 2.46 -> 3.04,47941000000.0,14911000000.0,13107000000.0,31.1,27.34,7408000000.0,5296000000.0,10270000000.0,45492000000.0,-35222000000.0,2.5,64.78,2.12,,yfinance,,,,,,Consumer Defensive,Beverages - Non-Alcoholic,82.35,,,-0.51,,,,,1.67,Finnhub,,,,,,,,,1.4,10.94,24.99,8.18,26.64,9,7,6,6,2.29,27.15,2026-07-16,4.57,0,0,20,10,8,8,3,0,49,C,30
HD,HD,홈디포,333.32,348.0199890136719,352.1993489074707,-1.1866461158327812,431.3699951171875,-19.322161264571143,52.41753875452174,3.24,-0.85,daily_close,일봉 종가,2026-07-17 13:44 KST,346.66,-0.3907789944842574,-4.3,23.05,76.11,25.066097,25.343489,128.38,459.356,4.8,-2.95,-2.96,15.11 -> 14.91 -> 14.23,164683000000.0,20890000000.0,14156000000.0,12.68,8.6,16325000000.0,12646000000.0,1389000000.0,65350000000.0,-63961000000.0,2.68,65.55,9.32,,yfinance,,,,,,Consumer Cyclical,Home Improvement Retail,63.04,,,0.0,,,,,-1.8,Finnhub,,,,2026-07-17,,,,,,-2.96,26.29,10.96,20.16,7,6,4,4,-4.66,131.24,2026-07-16,4.57,0,0,20,0,0,0,5,5,30,D,31
NFLX,NFLX,넷플릭스,325.83,74.3499984741211,93.99662994384765,-20.90142112697359,133.91299438476562,-44.47887688890378,59.71830121555229,-5.55,-21.6,daily_close,일봉 종가,2026-07-17 13:44 KST,,,86.4,37.65,85.06,23.93226,10.040602,48.49,53.788,16.2,27.92,45.02,1.2 -> 1.98 -> 2.53,45183036000.0,13326603000.0,10981201000.0,29.49,24.3,10149273000.0,9461053000.0,9033681000.0,14462836000.0,-5429155000.0,,0.0,0.0,,yfinance,,,,,,Communication Services,Entertainment,77.59,,,-0.38,,,,,-7.11,Finnhub,,,,,,,,,0.28,45.02,22.27,6.38,32.93,6,5,5,5,7.46,57.38,2026-07-16,4.57,4,0,20,20,15,10,3,5,77,A,32
GS,GS,"Goldman Sachs Group, Inc. (The)",323.49,1095.4599609375,902.0013516235351,21.447707252960743,1152.0699462890625,-4.91376287819235,54.6917973529338,0.44,16.32,daily_close,일봉 종가,2026-07-17 13:44 KST,,,24.2,14.31,74.65,18.620369,2.8635786,14.55,678.596,14.5,38.6,49.8,22.87 -> 40.54 -> 51.32,58283000000.0,,17176000000.0,,29.47,-45154000000.0,-47218000000.0,164259000000.0,386150000000.0,-221891000000.0,1.64,28.31,18.0,,yfinance,,,,,,Financial Services,Capital Markets,,,,,,,,,,,,,,2026-07-15,,,,,0.77,49.8,19.19,3.2,15.92,16,15,15,15,-2.97,-10.51,2026-07-16,4.57,4,3,12,16,15,8,5,0,63,B,33
TXN,TXN,Texas Instruments Incorporated,293.83,291.2200012207031,220.92130065917968,31.82069829924406,332.2799987792969,-12.357047583193879,41.2509586131364,-4.74,24.61,daily_close,일봉 종가,2026-07-17 13:44 KST,,,31.3,26.03,92.64,48.790596,15.481097,32.35,83.741,18.6,14.96,-12.2,7.07 -> 5.2 -> 5.45,17682000000.0,6140000000.0,5001000000.0,34.72,28.28,7153000000.0,2603000000.0,3225000000.0,14048000000.0,-10823000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14,,,,,1.56,-12.2,20.09,2.47,12.18,11,8,7,7,142.86,526.77,2026-07-16,4.57,0,0,20,5,0,10,5,5,45,C,34
