yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,fundamental_refreshed_at,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cashflow_status,financial_currency,dart_year,dart_fs_div,dart_report_code,dart_source,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
LLY,LLY,일라이릴리,979.64,1197.530029296875,1189.8030151367188,1106.5096710205078,1035.9003392537436,1017.8915042114257,17.648101427530595,1235.56005859375,-3.077958779289029,41.335937853682054,-0.88,40.69,daily_close,일봉 종가,2026-07-28 13:45 KST,,,169.9,66.6,85.32,42.365448,34.130653,107.46,139.015,55.5,74.27,98.92,5.8 -> 11.71 -> 22.95,65179000000.0,29696000000.0,20640000000.0,45.56,31.67,16813000000.0,5964000000.0,7268000000.0,42503000000.0,-35235000000.0,0.58,22.13,6.92,,yfinance,,,,,,Healthcare,Drug Manufacturers - General,79.49,,,2.57,,,,,18.88,Finnhub,,2026-07-28,0.25,98.92,23.4,4.0,15.2,15,14,13,13,81.05,753.27,,,,,,,2026-07-27,4.25,0,0,20,20,15,10,5,0,70,A,11
WMT,WMT,월마트,932.53,111.73999786376953,112.08249931335449,119.47216593424479,122.80891615549723,117.79969966888427,-5.144072372126223,134.1999969482422,-16.736214303443653,50.51071775090611,-3.41,-12.71,daily_close,일봉 종가,2026-07-28 13:45 KST,,,19.4,36.02,38.09,39.880283,9.55942,24.13,74.816,7.3,1.63,19.45,1.91 -> 2.41 -> 2.73,713163000000.0,29825000000.0,21893000000.0,4.18,3.07,41565000000.0,14923000000.0,10727000000.0,67095000000.0,-56368000000.0,0.89,33.54,0.99,,yfinance,,,,,,Consumer Defensive,Discount Stores,89.58,,,-2.09,,,,,-1.67,Finnhub,,2026-07-22,2.06,19.45,24.99,7.83,30.13,9,7,6,6,59.58,22.09,,,,,,,2026-07-27,4.25,0,0,20,0,12,8,5,5,50,C,12
AMD,AMD,AMD,876.24,494.95001220703125,531.7279998779297,492.0491678873698,359.0248338063558,307.0937001037598,61.17231061392637,580.9099731445312,-14.797466890125682,45.687623126863585,-5.11,46.82,daily_close,일봉 종가,2026-07-28 13:45 KST,491.48,-0.701083366289477,91.2,135.05,73.28,164.02933,12.733457,8.06,6.005,37.8,77.09,123.61,0.53 -> 1.0 -> 2.65,34639000000.0,3694000000.0,4335000000.0,10.66,12.51,7709000000.0,6735000000.0,5539000000.0,3847000000.0,1692000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,84.21,4.51,47.0,3.51,541.66,725.0,320.0,9.44,4.63,Finnhub,yfinance,2026-07-21,1.8,123.61,32.69,9.44,35.77,20,18,19,19,401.77,34.89,,,,,,,2026-07-27,4.25,0,0,6,5,15,10,5,5,46,C,13
JPM,JPM,JP모건 체이스,871.43,356.20001220703125,340.2480010986328,320.74916788736977,311.17475102742515,310.9215507507324,14.562664230566257,356.20001220703125,0.0,65.68156335654098,8.25,15.18,daily_close,일봉 종가,2026-07-28 13:45 KST,,,46.9,11.94,76.14,15.131691,2.6780546,17.79,,30.4,,11.06,16.23 -> 19.75 -> 20.02,181847000000.0,,57048000000.0,,31.37,-147782000000.0,-147782000000.0,343338000000.0,499982000000.0,-156644000000.0,1.68,25.71,6.0,,yfinance,11.53,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,56.67,3.91,20.0,0.0,371.25,420.0,305.0,4.23,4.8,Finnhub,yfinance,2026-07-28,0.32,11.06,20.06,3.27,15.68,17,16,16,16,-24.57,-18.1,,,,,,,2026-07-27,4.25,8,3,16,20,8,10,1,0,66,B,14
INTC,INTC,Intel Corporation,673.43,91.66999816894531,108.95849990844727,114.17766660054525,83.40699993769327,66.03184999465942,38.82694211408505,140.94000244140625,-34.958140640691575,32.478470730574074,-28.56,-3.25,daily_close,일봉 종가,2026-07-28 13:45 KST,,,98.63,65.53,64.05,,6.296163,-2.91,36.028,7.2,6.88,,1.94 -> 0.4,52853000000.0,-23000000.0,-267000000.0,-0.04,-0.51,9697000000.0,-4949000000.0,14265000000.0,46585000000.0,-32320000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,32.08,,,-1.25,,,,,1244.7,Finnhub,,2026-07-25,,,35.07,9.57,35.77,20,19,19,19,,-34.21,,,,,,,2026-07-27,4.25,0,0,0,0,0,10,3,5,18,D,15
V,V,비자,622.33,362.5299987792969,354.2195022583008,335.0258341471354,323.9611658732096,329.8926989746094,9.893307704636241,373.30999755859375,-2.8876801719206235,59.2248461573595,7.82,8.26,daily_close,일봉 종가,2026-07-28 13:45 KST,,,35.5,28.25,91.64,31.662008,19.233988,60.35,67.233,17.1,10.39,10.99,8.28 -> 9.73 -> 10.2,40000000000.0,26556000000.0,20058000000.0,66.39,50.14,23059000000.0,21577000000.0,17164000000.0,25171000000.0,-8007000000.0,0.74,21.97,2.68,,yfinance,15.71,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,91.84,4.63,38.0,0.17,403.26,450.0,330.0,11.23,1.24,Finnhub,yfinance,2026-07-28,0.89,10.99,19.08,3.03,15.68,17,16,16,16,65.94,534.79,,,,,,,2026-07-27,4.25,0,0,20,16,8,10,3,0,57,B,16
XOM,XOM,엑슨모빌,571.22,154.77000427246094,144.6145004272461,147.31100006103514,150.53116633097332,138.29384983062744,11.913873582962896,171.47000122070312,-9.73931115026192,74.18639988529591,13.35,0.06,daily_close,일봉 종가,2026-07-28 13:45 KST,154.75,-0.01292516114797121,-43.4,12.2,68.74,23.05565,2.20271,9.87,18.261,2.6,-14.41,-13.19,8.89 -> 7.84 -> 6.7,323905000000.0,33938000000.0,28844000000.0,10.48,8.91,51970000000.0,23612000000.0,10681000000.0,43537000000.0,-32856000000.0,2.66,68.01,4.12,,yfinance,,,,,,Energy,Oil & Gas Integrated,51.61,,,0.0,,,,,5.59,Finnhub,,2026-07-22,,-13.19,,,,2,1,1,1,,,,,,,,,2026-07-27,4.25,4,3,6,0,0,0,1,0,14,D,17
ORCL,ORCL,오라클,530.03,119.9000015258789,132.97900047302247,172.68866691589355,163.66391633351643,186.57864963531495,-35.73755530965926,328.3299865722656,-63.481860801803776,32.9990643104871,-19.28,-26.81,daily_close,일봉 종가,2026-07-28 13:45 KST,,,21.9,36.02,43.94,21.589928,9.205522,53.38,388.87,20.6,24.33,25.36,3.71 -> 4.34 -> 5.83,67357000000.0,22444000000.0,17087000000.0,33.32,25.37,31977000000.0,-23686000000.0,31289000000.0,156189000000.0,-124900000000.0,1.67,34.31,2.0,,yfinance,14.07,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,81.63,4.45,41.0,0.0,248.15,400.0,110.0,106.96,9.27,Finnhub,yfinance,2026-07-24,0.99,25.36,37.04,9.57,34.01,20,18,19,19,-41.71,-3.81,,,,,,,2026-07-27,4.25,4,0,20,16,15,8,3,1,67,B,18
AMAT,AMAT,"Applied Materials, Inc.",489.96,516.8900146484375,584.0879943847656,518.7743316650391,440.3259989420573,368.19044944763186,40.38658944681707,723.0,-28.50760516619122,43.0271805526933,-17.54,35.1,daily_close,일봉 종가,2026-07-28 13:45 KST,,,33.5,18.76,85.14,58.803005,20.815569,39.69,30.399,11.4,7.66,3.34,8.11 -> 8.61 -> 8.66,28368000000.0,8470000000.0,6998000000.0,29.86,24.67,7958000000.0,5698000000.0,7241000000.0,7050000000.0,191000000.0,,,,,,,,,,,,,,,,,,,,,,,,2026-07-22,1.76,3.34,17.96,2.24,11.73,8,7,6,6,227.41,829.27,,,,,,,2026-07-27,4.25,0,0,20,5,4,10,5,5,49,C,19
CSCO,CSCO,시스코 시스템즈,471.16,114.56999969482422,114.51849975585938,114.07316665649414,97.68758322397868,88.60095001220704,29.310125544973598,130.0,-11.86923100398137,54.866945030773685,0.7,27.91,daily_close,일봉 종가,2026-07-28 13:45 KST,,,37.1,18.51,82.88,39.003334,9.43553,25.23,67.541,12.0,-3.59,-7.8,3.07 -> 2.54 -> 2.61,56654000000.0,12504000000.0,10180000000.0,22.07,17.97,14193000000.0,13288000000.0,8346000000.0,28093000000.0,-19747000000.0,1.47,55.0,1.68,,yfinance,,,,,,Technology,Communication Equipment,69.7,,,-2.18,,,,,-0.11,Finnhub,,2026-07-22,1.05,-7.8,32.69,9.57,35.77,20,18,19,19,19.31,-1.41,,,,,,,2026-07-27,4.25,0,0,20,10,0,10,5,5,50,C,20
CAT,CAT,"Caterpillar, Inc.",454.06,873.280029296875,931.9319946289063,921.825498453776,832.6270823160808,731.8739984130859,19.321089585146918,1064.9000244140625,-17.99417698601539,31.69370498014426,-12.45,7.81,daily_close,일봉 종가,2026-07-28 13:45 KST,,,30.2,19.61,72.9,52.901146,26.286688,51.33,230.793,22.2,-14.7,-3.31,20.12 -> 22.05 -> 18.81,67589000000.0,11151000000.0,8884000000.0,16.5,13.14,11739000000.0,7453000000.0,9980000000.0,43330000000.0,-33350000000.0,0.75,29.58,6.52,,yfinance,,,,,,Industrials,Farm & Heavy Construction Machinery,55.88,,,2.94,,,,,7.97,Finnhub,,2026-07-22,1.75,-3.31,34.66,8.72,27.39,9,8,8,8,52.63,201.45,,,,,,,2026-07-27,4.25,0,0,20,5,0,10,3,5,43,C,21
MA,MA,마스터카드,432.77,551.7100219726562,533.2519958496093,506.60800018310545,509.75658315022787,527.8478482055664,4.520653792226302,598.9600219726562,-7.888673411688411,60.10462106248926,10.56,5.04,daily_close,일봉 종가,2026-07-28 13:45 KST,542.1007,-1.7417341701167328,21.2,35.06,91.37,31.212257,71.232834,232.08,282.059,15.8,19.52,18.17,11.83 -> 13.89 -> 16.52,32791000000.0,19514000000.0,14968000000.0,59.51,45.65,17648000000.0,16433000000.0,10566000000.0,19000000000.0,-8434000000.0,0.63,18.23,3.48,,yfinance,15.75,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,90.38,4.63,38.0,0.18,644.24,735.0,550.0,16.77,2.2,Finnhub,yfinance,2026-07-25,1.47,18.17,19.08,3.03,15.68,17,16,16,16,63.59,2250.92,,,,,,,2026-07-27,4.25,0,0,20,10,12,8,3,0,53,C,22
COST,COST,코스트코,421.95,951.5800170898438,934.7374938964844,975.5383270263671,985.4736633300781,957.2627481079102,-0.5936438067081053,1094.3199462890625,-13.043710816316809,51.42458563186221,-0.1,-4.72,daily_close,일봉 종가,2026-07-28 13:45 KST,,,45.5,45.01,73.76,46.512577,24.80471,29.15,60.257,21.5,11.83,13.4,14.16 -> 16.56 -> 18.21,275235000000.0,10383000000.0,8099000000.0,3.77,2.94,13335000000.0,7837000000.0,14161000000.0,8173000000.0,5988000000.0,0.62,27.01,5.88,,yfinance,,,,,,Consumer Defensive,Discount Stores,68.18,,,0.0,,,,,-0.24,Finnhub,,2026-07-22,1.02,13.4,24.99,7.83,27.62,9,7,6,6,86.12,216.79,,,,,,,2026-07-27,4.25,0,0,20,10,8,10,5,5,58,B,23
BAC,BAC,뱅크오브아메리카,398.83,62.130001068115234,60.10599994659424,55.61399981180827,53.351583321889244,53.314700050354006,16.534466121792793,62.130001068115234,0.0,62.971425431373994,7.34,17.49,daily_close,일봉 종가,2026-07-28 13:45 KST,,,24.4,11.85,70.64,14.362283,1.4969997,10.64,,8.1,,11.22,3.08 -> 3.21 -> 3.81,113097000000.0,,30509000000.0,,26.98,12613000000.0,12613000000.0,239319000000.0,365904000000.0,-126585000000.0,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28,0.59,11.22,22.22,3.22,18.3,8,7,6,6,-35.36,-53.51,,,,,,,2026-07-27,4.25,8,6,12,20,8,8,3,0,65,B,24
GE,GE,GE Aerospace,373.67,361.6099853515625,358.47450103759763,331.9235005696615,320.3176666259766,313.89725051879884,15.2001123787818,378.67999267578125,-4.507765832464714,46.358311583879605,-2.0,27.52,daily_close,일봉 종가,2026-07-28 13:45 KST,,,-1.8,275.66,80.96,43.8382,20.821056,45.43,116.527,24.7,28.38,-1.32,8.36 -> 5.99 -> 8.14,45855000000.0,8680000000.0,8704000000.0,18.93,18.98,8537000000.0,7264000000.0,12392000000.0,20495000000.0,-8103000000.0,0.52,19.25,1.88,,yfinance,93.3,10.0,False,10.0,yfinance dividend history,Industrials,Aerospace & Defense,87.5,4.5,21.0,0.0,375.9,455.0,270.0,3.95,10.84,Finnhub,yfinance,2026-07-21,,-1.32,34.66,8.72,27.39,9,8,8,8,26.48,138.77,,,,,,,2026-07-27,4.25,0,0,20,0,0,0,5,0,25,D,25
UNH,UNH,유나이티드헬스,364.13,417.6400146484375,424.4424987792969,402.818999226888,348.9205825805664,343.5192492675781,21.576888497192876,625.25,-33.20431592987805,43.094655202261414,-2.4,12.65,daily_close,일봉 종가,2026-07-28 13:45 KST,,,0.7,25.21,85.93,32.26923,3.969369,12.18,73.982,2.0,-41.26,-25.54,23.86 -> 15.51 -> 13.23,447567000000.0,18964000000.0,12056000000.0,4.24,2.69,19697000000.0,16075000000.0,24365000000.0,78389000000.0,-54024000000.0,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28,46.1,-25.54,17.96,2.24,17.84,8,7,6,6,79.67,77.2,,,,,,,2026-07-27,4.25,0,0,12,0,0,2,5,5,24,D,26
MS,MS,Morgan Stanley,352.0,214.55999755859375,217.72049865722656,209.41333236694337,190.87441584269206,183.3178491973877,17.042611233980846,228.5500030517578,-6.1212011841434375,41.88720474537456,1.19,14.69,daily_close,일봉 종가,2026-07-28 13:45 KST,214.45,-0.051266573380586634,31.9,15.4,62.71,19.190218,3.201366,16.39,502.246,16.3,,40.39,5.18 -> 7.95 -> 10.21,65966000000.0,,16861000000.0,,25.56,-17889000000.0,-20787000000.0,81310000000.0,370538000000.0,-289228000000.0,1.86,35.55,4.0,,yfinance,,,,,,Financial Services,Capital Markets,56.25,,,1.7,,,,,13.19,Finnhub,,2026-07-21,0.6,40.39,19.95,3.11,15.68,17,16,16,16,-3.81,2.94,,,,,,,2026-07-27,4.25,4,0,16,20,15,10,5,0,70,A,27
PG,PG,프록터앤갬블,350.17,148.6300048828125,148.5815002441406,146.72883377075195,149.0710839589437,148.12345069885254,0.34198108508140995,179.6999969482422,-17.28992353537912,41.18905122743249,-0.26,1.48,daily_close,일봉 종가,2026-07-28 13:45 KST,,,5.8,23.71,71.82,21.582724,6.3866386,31.11,67.651,7.4,2.84,5.04,5.9 -> 6.02 -> 6.51,84284000000.0,20451000000.0,15974000000.0,24.26,18.95,17817000000.0,14044000000.0,9556000000.0,35463000000.0,-25907000000.0,2.93,61.8,4.35,,yfinance,5.0,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Household & Personal Products,59.46,3.96,23.0,-1.65,163.61,186.0,145.0,10.08,0.19,Finnhub,yfinance,2026-07-25,3.72,5.04,25.77,8.95,26.64,9,7,6,6,-16.25,-28.64,,,,,,,2026-07-27,4.25,4,0,20,0,4,5,5,5,43,C,28
CVX,CVX,쉐브론,345.8,190.0,180.37099990844726,183.58050028483072,187.19600003560384,174.56645011901855,8.841074485079421,211.14999389648438,-10.016573292847497,76.11894984442628,11.07,-1.15,daily_close,일봉 종가,2026-07-28 13:45 KST,,,-44.5,14.21,70.29,33.93554,2.0966353,6.64,23.989,2.3,-11.86,-23.6,11.36 -> 9.72 -> 6.63,184432000000.0,16674000000.0,12299000000.0,9.04,6.67,33939000000.0,16592000000.0,6293000000.0,40758000000.0,-34465000000.0,3.75,120.38,7.12,,yfinance,6.39,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,76.67,4.28,24.0,2.48,213.83,243.0,170.0,12.54,15.54,Finnhub,yfinance,2026-07-25,,-23.6,,,,2,1,1,1,,,,,,,,,2026-07-27,4.25,0,3,6,0,0,0,1,5,15,D,29
KO,KO,코카콜라,341.57,84.06999969482422,82.79599952697754,81.01300010681152,79.1869166692098,75.64650016784668,11.135345995237358,84.91999816894531,-1.0009402878578166,50.064339151337045,1.74,6.59,daily_close,일봉 종가,2026-07-28 13:45 KST,,,18.2,23.92,68.33,25.768024,10.516888,43.37,124.943,12.1,6.34,10.94,2.47 -> 2.46 -> 3.04,47941000000.0,14911000000.0,13107000000.0,31.1,27.34,7408000000.0,5296000000.0,10270000000.0,45492000000.0,-35222000000.0,2.52,64.78,2.12,,yfinance,5.04,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Beverages - Non-Alcoholic,82.86,4.25,23.0,0.51,88.3,98.0,75.0,5.03,1.67,Finnhub,yfinance,2026-07-28,1.42,10.94,24.99,7.83,26.64,9,7,6,6,3.11,34.32,,,,,,,2026-07-27,4.25,0,0,20,10,8,8,5,0,51,C,30
HD,HD,홈디포,333.32,336.0899963378906,340.9689971923828,326.2076665242513,339.26199900309246,349.96694915771485,-3.9652181022301303,431.3699951171875,-22.08776684929437,43.28226688768569,-3.66,4.11,daily_close,일봉 종가,2026-07-28 13:45 KST,,,-4.3,23.05,76.11,25.066097,25.343489,128.38,459.356,4.8,-2.95,-2.96,15.11 -> 14.91 -> 14.23,164683000000.0,20890000000.0,14156000000.0,12.68,8.6,16325000000.0,12646000000.0,1389000000.0,65350000000.0,-63961000000.0,2.77,65.55,9.32,,yfinance,,,,,,Consumer Cyclical,Home Improvement Retail,63.04,,,0.0,,,,,-1.8,Finnhub,,2026-07-22,,-2.96,25.71,10.86,20.16,7,6,4,4,-2.5,133.37,,,,,,,2026-07-27,4.25,0,0,20,0,0,0,5,5,30,D,31
