yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5103.12,211.94000244140625,204.60149765014648,208.5423329671224,198.37674967447916,193.4060001373291,9.582951041289808,235.74000549316406,-10.095869388807644,49.561954431451895,7.62,0.21,daily_close,일봉 종가,2026-08-05 13:46 KST,,,214.5,60.85,70.84,30.30368,24.483273,114.29,6.555,85.2,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,0.47,0.61,1.0,,yfinance,,,,,,Technology,Semiconductors,92.65,,,-0.31,,,,,3.02,Finnhub,,,,2026-07-28,,,,,0.14,102.92,36.49,9.35,35.18,22,20,21,21,-16.95,161.85,2026-08-04,4.63,0,0,20,20,15,10,5,5,75,A,1
GOOGL,GOOGL,알파벳A,4490.91,377.6499938964844,348.9375,364.16516672770183,341.8924161275228,327.5460498046875,15.296763347221967,402.6199951171875,-6.201878079461825,52.59384161999657,2.89,-5.11,daily_close,일봉 종가,2026-08-05 13:46 KST,,,294.0,23.78,81.11,16.393574,6.416221,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.23,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,86.96,4.59,54.0,-0.18,428.12,515.0,340.0,13.36,6.53,Finnhub,yfinance,,,2026-07-28,,,,,0.06,36.52,18.52,5.05,25.48,7,6,6,6,-11.48,27.05,2026-08-04,4.63,8,0,20,20,15,10,5,0,78,A,2
GOOG,GOOG,알파벳C,4483.96,375.3500061035156,347.9049987792969,361.96966552734375,340.171915435791,326.7585990905762,14.87073550571506,399.0400085449219,-5.936748680361797,52.08030314417119,3.23,-5.05,daily_close,일봉 종가,2026-08-05 13:46 KST,377.1591,0.48197518770932934,294.0,23.92,60.54,16.751995,7.0074267,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.23,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,86.96,4.6,14.0,-0.18,421.79,475.0,340.0,12.37,6.53,Finnhub,yfinance,,,2026-08-01,,,,,0.06,36.52,18.34,5.05,25.48,7,6,6,6,-8.66,38.76,2026-08-04,4.63,8,0,20,20,15,10,5,0,78,A,3
AAPL,AAPL,애플,4376.98,309.3800048828125,323.84100036621095,307.7115000406901,285.3449999491374,278.53894943237304,11.07243906580735,340.0799865722656,-9.027282669258016,38.905207794118674,-0.41,7.63,daily_close,일봉 종가,2026-08-05 13:46 KST,310.54,0.3749418510827503,21.8,30.46,65.83,35.073936,39.856747,141.47,79.548,16.6,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,0.35,12.59,1.08,,yfinance,,,,,,Technology,Consumer Electronics,69.09,,,-3.13,,,,,3.74,Finnhub,,,,2026-07-28,,,,,1.61,10.32,34.1,9.35,35.18,22,20,21,21,2.86,326.28,2026-08-04,4.63,0,0,20,5,8,8,5,0,46,C,4
MSFT,MSFT,마이크로소프트,2818.35,492.80999755859375,407.11000061035156,404.3963317871094,401.0956654866537,433.3503994750977,13.720905335616957,542.0700073242188,-9.087388916568848,80.60208298346916,26.74,17.12,daily_close,일봉 종가,2026-08-05 13:46 KST,,,23.4,33.6,76.44,23.700062,6.9982247,34.01,30.271,18.3,17.45,18.71,9.68 -> 11.8 -> 13.64,281724000000.0,128528000000.0,101832000000.0,45.62,36.15,136162000000.0,71611000000.0,30242000000.0,60588000000.0,-30346000000.0,0.74,20.73,3.64,,yfinance,10.21,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,92.65,4.67,55.0,0.23,556.75,870.0,400.0,12.97,5.58,Finnhub,yfinance,,,2026-07-28,,,,,1.01,18.71,36.49,9.57,35.77,22,20,21,21,-35.05,-26.87,2026-08-04,4.63,4,0,20,10,12,8,1,0,55,B,5
AMZN,AMZN,아마존,2628.93,277.4200134277344,247.4229995727539,250.43450012207032,238.09283332824708,235.65959999084473,17.720650225372538,284.0199890136719,-2.3237715094833686,61.48262065225384,12.78,2.3,daily_close,일봉 종가,2026-08-05 13:46 KST,277.84,0.15139014920962185,242.3,41.19,67.81,22.83119,5.552037,30.56,45.617,19.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Internet Retail,93.33,4.65,61.0,0.0,321.95,400.0,207.0,16.05,5.24,Finnhub,yfinance,,,2026-08-04,,,,,0.09,57.24,23.69,16.73,38.64,8,7,4,4,-3.63,-66.81,2026-08-04,4.63,4,0,20,20,15,10,3,0,72,A,6
AVGO,AVGO,브로드컴,1957.03,418.1600036621094,388.0154998779297,399.4506678263346,376.01516774495445,366.52000030517576,14.089272976627898,481.57000732421875,-13.167349024587066,59.44919580345276,12.78,1.36,daily_close,일봉 종가,2026-08-05 13:46 KST,417.55,-0.14587805069044144,85.4,63.62,79.86,61.352158,20.040152,37.28,74.018,47.9,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,0.62,41.26,2.6,,yfinance,,,,,,Technology,Semiconductors,92.86,,,-0.12,,,,,0.51,Finnhub,,,,2026-07-29,,,,,0.72,20.26,32.69,9.35,35.18,22,20,21,21,87.68,114.33,2026-08-04,4.63,0,0,20,16,12,10,3,5,66,B,7
TSLA,TSLA,테슬라,1504.13,327.3500061035156,355.26849975585935,393.65283203125,390.7811663309733,410.5249002075195,-20.26062099082398,489.8800048828125,-33.17751228041585,26.68010042612225,-18.75,-20.51,daily_close,일봉 종가,2026-08-05 13:46 KST,,,8.3,176.51,45.6,349.39447,17.392338,4.9,18.738,15.8,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,48.33,3.62,40.0,0.0,425.61,600.0,125.0,30.02,-0.06,Finnhub,yfinance,,,2026-07-28,,,,,42.1,-49.94,22.83,10.81,45.9,8,7,4,4,1430.42,60.89,2026-08-04,4.63,0,0,0,0,0,5,3,5,13,D,8
META,META,메타 플랫폼스,1465.23,587.9400024414062,618.9184936523437,602.6998291015625,616.7361638387044,633.2470980834961,-7.154726137586804,790.0,-25.577214880834653,26.155565986516876,-4.49,-4.68,daily_close,일봉 종가,2026-08-05 13:46 KST,589.6001,0.28235832766952984,62.4,22.36,79.31,22.271437,6.3836145,32.93,35.608,33.1,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,0.36,7.64,2.1,,yfinance,,,,,,Communication Services,Internet Content & Information,87.5,,,-0.17,,,,,8.96,Finnhub,,,,2026-08-01,,,,,0.36,25.69,16.57,5.06,33.35,7,6,6,6,34.41,26.16,2026-08-04,4.63,4,0,20,20,15,10,3,5,77,A,9
BRK-B,BRK-B,버크셔해서웨이,1055.69,517.219970703125,498.5315002441406,491.0133336385091,487.17225036621096,490.584700012207,5.429290944103075,539.7999877929688,-4.183034012683961,83.23742839582764,2.62,8.87,daily_close,일봉 종가,2026-08-05 13:46 KST,,,119.6,11.79,67.47,14.743223,0.0009789749,10.5,17.669,4.4,,-16.27,44.27 -> 41.27 -> 31.04,410522000000.0,,66968000000.0,,16.31,45969000000.0,25042000000.0,51877000000.0,129081000000.0,-77204000000.0,,0.0,0.0,,yfinance,,,,,,Financial Services,Insurance - Diversified,10.0,4.0,3.0,0.0,520.33,570.0,481.0,0.6,-3.3,Finnhub,yfinance,,,2026-08-04,,,,,0.12,-16.27,19.66,3.27,16.16,17,16,16,16,-25.01,-99.97,2026-08-04,4.63,8,10,12,20,0,10,1,0,61,B,10
