yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5103.12,200.75,203.2964973449707,208.5548329671224,198.04341621398925,193.1124001312256,3.9550023010352655,235.74000549316406,-14.842625213300376,47.7471651194023,3.04,2.16,daily_close,일봉 종가,2026-08-01 13:51 KST,,,214.5,60.85,70.84,30.30368,24.483273,114.29,6.555,85.2,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,0.5,0.61,1.0,,yfinance,,,,,,Technology,Semiconductors,92.65,,,-0.31,,,,,3.02,Finnhub,,,,2026-07-28,,,,,0.14,102.92,36.49,9.35,34.01,22,20,21,21,-16.95,161.85,2026-07-31,4.25,0,0,20,20,15,10,5,5,75,A,1
GOOGL,GOOGL,알파벳A,4490.91,356.1300048828125,348.05399932861326,364.91299997965496,340.9902493794759,326.27264976501465,9.15104442229573,402.6199951171875,-11.54686572902161,51.429472138044595,-1.05,-8.32,daily_close,일봉 종가,2026-08-01 13:51 KST,354.1999,-0.5419663764213305,294.0,23.78,81.11,16.393574,6.416221,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.25,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,86.96,4.59,54.0,-0.18,428.12,515.0,340.0,20.21,6.53,Finnhub,yfinance,,,2026-07-28,,,,,0.06,36.52,18.52,5.05,25.48,7,6,6,6,-11.48,27.05,2026-07-31,4.25,8,0,20,20,15,10,5,5,83,A,2
GOOG,GOOG,알파벳C,4483.96,356.6499938964844,346.9399978637695,362.67999877929685,339.2986653645833,325.50899909973145,9.566861402566554,399.0400085449219,-10.622998631894188,52.40391550865072,0.13,-7.19,daily_close,일봉 종가,2026-08-01 13:51 KST,,,294.0,23.92,60.54,16.751995,7.0074267,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.25,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,86.96,4.6,14.0,-0.18,421.79,475.0,340.0,18.26,6.53,Finnhub,yfinance,,,2026-08-01,,,,,0.06,36.52,18.34,5.05,25.48,7,6,6,6,-8.66,38.76,2026-07-31,4.25,8,0,20,20,15,10,5,5,83,A,3
AAPL,AAPL,애플,4376.98,308.9100036621094,324.3669998168945,307.0806666056315,284.80749969482423,277.9604993438721,11.13449730853623,340.0799865722656,-9.165485809478163,45.076202745338804,0.09,8.7,daily_close,일봉 종가,2026-08-01 13:51 KST,307.34,-0.5082398250290058,21.8,30.46,65.83,35.073936,39.856747,141.47,79.548,16.6,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,0.35,12.59,1.08,,yfinance,,,,,,Technology,Consumer Electronics,69.09,,,-3.13,,,,,3.74,Finnhub,,,,2026-07-28,,,,,1.61,10.32,34.1,9.35,34.01,22,20,21,21,2.86,326.28,2026-07-31,4.25,0,0,20,5,8,8,5,0,46,C,4
MSFT,MSFT,마이크로소프트,2818.35,464.7200012207031,396.8660003662109,401.96749827067055,399.8157488505046,433.5830995178223,7.1812996718524,542.0700073242188,-14.269375737154858,75.00169196391224,19.01,12.97,daily_close,일봉 종가,2026-08-01 13:51 KST,,,23.4,33.6,76.44,23.700062,6.9982247,34.01,30.271,18.3,17.45,18.71,9.68 -> 11.8 -> 13.64,281724000000.0,128528000000.0,101832000000.0,45.62,36.15,136162000000.0,71611000000.0,30242000000.0,60588000000.0,-30346000000.0,0.78,20.73,3.64,,yfinance,10.21,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,92.65,4.67,55.0,0.23,556.75,870.0,400.0,19.8,5.58,Finnhub,yfinance,,,2026-07-28,,,,,1.01,18.71,36.49,9.57,35.18,22,20,21,21,-35.05,-26.87,2026-07-31,4.25,4,0,20,10,12,8,1,5,60,B,5
AMZN,AMZN,아마존,2628.93,271.5799865722656,243.857999420166,250.1798334757487,236.87816670735677,235.01220001220702,15.559952444238725,274.989990234375,-1.240046468310725,64.04350155982513,11.91,-0.72,daily_close,일봉 종가,2026-08-01 13:51 KST,,,74.8,41.19,68.71,27.931406,5.6484075,24.29,53.3,16.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Internet Retail,93.33,4.67,62.0,-0.09,313.13,370.0,207.0,15.3,9.72,Finnhub,yfinance,,,2026-07-30,,,,,0.37,57.24,23.69,16.73,38.64,8,7,4,4,17.9,-66.24,2026-07-31,4.25,0,0,20,20,15,10,3,0,68,B,6
AVGO,AVGO,브로드컴,1957.03,389.2799987792969,384.72999877929686,399.9108342488607,374.96508433024087,365.94535018920897,6.376539168491395,481.57000732421875,-19.16440125864967,52.427820716070514,8.0,-8.91,daily_close,일봉 종가,2026-08-01 13:51 KST,,,85.4,63.62,79.86,61.352158,20.040152,37.28,74.018,47.9,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,0.67,41.26,2.6,,yfinance,,,,,,Technology,Semiconductors,92.86,,,-0.12,,,,,0.51,Finnhub,,,,2026-07-29,,,,,0.72,20.26,32.69,9.35,34.01,22,20,21,21,87.68,114.33,2026-07-31,4.25,0,0,20,16,12,10,5,5,68,B,7
TSLA,TSLA,테슬라,1504.13,311.2099914550781,363.9304992675781,396.33766581217446,392.3903330485026,411.5997001647949,-24.390131642351314,489.8800048828125,-36.472199650295025,18.083861484691653,-20.9,-20.07,daily_close,일봉 종가,2026-08-01 13:51 KST,309.2615,-0.6261018311037644,8.3,176.51,45.6,349.39447,17.392338,4.9,18.738,15.8,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,48.33,3.62,40.0,0.0,425.61,600.0,125.0,36.76,-0.06,Finnhub,yfinance,,,2026-07-28,,,,,42.1,-49.94,23.69,10.86,42.77,8,7,4,4,1374.86,60.15,2026-07-31,4.25,0,0,0,0,0,5,1,5,11,D,8
META,META,메타 플랫폼스,1465.23,556.7100219726562,620.8029937744141,603.5583292643229,618.150830078125,634.4871981811524,-12.25827352095605,790.0,-29.53037696548655,22.900192258697032,-4.49,-7.98,daily_close,일봉 종가,2026-08-01 13:51 KST,553.9,-0.5047550541122272,62.4,22.36,79.31,22.271437,6.3836145,32.93,35.608,33.1,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,0.38,7.64,2.1,,yfinance,,,,,,Communication Services,Internet Content & Information,87.5,,,-0.17,,,,,8.96,Finnhub,,,,2026-08-01,,,,,0.36,25.69,16.57,5.06,33.35,7,6,6,6,34.41,26.16,2026-07-31,4.25,4,0,20,20,15,10,1,5,75,A,9
BRK-B,BRK-B,버크셔해서웨이,1055.69,511.5400085449219,497.5425003051758,489.5891667683919,486.9057502746582,490.3947001647949,4.311895779669145,539.7999877929688,-5.235268597094803,65.88110465845799,0.74,9.89,daily_close,일봉 종가,2026-08-01 13:51 KST,511.7591,0.04282977898470174,119.6,11.79,67.47,14.743223,0.0009789749,10.5,17.669,4.4,,-16.27,44.27 -> 41.27 -> 31.04,410522000000.0,,66968000000.0,,16.31,45969000000.0,25042000000.0,51877000000.0,129081000000.0,-77204000000.0,,0.0,0.0,,yfinance,,,,,,Financial Services,Insurance - Diversified,10.0,4.0,3.0,0.0,520.33,570.0,481.0,1.72,-3.3,Finnhub,yfinance,,,2026-07-30,,,,,0.12,-16.27,19.66,3.27,16.16,17,16,16,16,-25.01,-99.97,2026-07-31,4.25,8,10,12,20,0,10,1,0,61,B,10
